Date,Open,High,Low,Close,Volume
2023-05-12,86300,87600,86200,87200,2712372
2023-05-15,87000,87100,85500,86400,2357794
2023-05-16,89500,90700,88500,90400,5121364
2023-05-17,92000,92000,90300,91900,3340386
2023-05-18,92800,94000,92000,93600,3473641
2023-05-19,95000,97900,94900,97300,5062669
2023-05-22,97700,99400,97100,98200,4248401
2023-05-23,99000,99000,97000,97900,2472514
2023-05-24,97400,97800,96300,97700,2097933
2023-05-25,104300,104300,101100,103500,7431586
2023-05-26,107500,110500,106100,109200,10136706
2023-05-30,113200,113400,109500,110300,9058509
2023-05-31,110000,110900,108500,108600,8166685
2023-06-01,106000,110500,106000,110300,5553560
2023-06-02,111000,112700,109200,110300,3991904
2023-06-05,110100,110500,108500,108700,3316020
2023-06-07,108700,109300,108000,108000,3313460
2023-06-08,107000,109700,106700,109700,4355468
2023-06-09,110300,115600,108300,115400,7950947
2023-06-12,114400,115800,114000,114800,2637721
2023-06-13,117000,120100,117000,119500,6232477
2023-06-14,118800,119700,118100,118800,3240260
2023-06-15,120200,121100,118000,119000,3778592
2023-06-16,117300,119800,116300,118900,4303391
2023-06-19,118000,118500,113500,114800,4208396
2023-06-20,114000,117000,113200,116100,3319570
2023-06-21,116200,117500,114600,115100,2728146
2023-06-22,114200,115900,113400,114000,2612402
2023-06-23,114000,115200,112500,113600,2987472
2023-06-26,113100,113900,111200,113500,3350758
2023-06-27,114000,114000,110800,113000,3602087
2023-06-28,114200,115200,112800,114300,3178571
2023-06-29,115200,117400,114500,116200,4398301
2023-06-30,114600,115500,113200,115200,2674318
2023-07-03,115300,118900,115300,117600,3022009
2023-07-04,118200,118400,117200,117900,1988592
2023-07-05,118100,118200,116100,116700,2483034
2023-07-06,116000,116100,113100,113800,3465047
2023-07-07,112700,113000,111200,111800,2781723
2023-07-10,111800,112900,109700,110300,3163245
2023-07-11,111500,113400,111200,113400,2209391
2023-07-12,113200,115400,112800,115400,2228477
2023-07-13,115400,117000,113600,114100,3421492
2023-07-14,115500,120200,115300,118000,5817889
2023-07-17,116900,118700,116000,117200,2427281
2023-07-18,117500,119000,116700,117800,2299880
2023-07-19,118700,119100,116700,117500,2580301
2023-07-20,116500,117500,115200,116900,1949776
2023-07-21,114700,115100,113200,115100,2745384
2023-07-24,114100,114900,112900,114000,2761991
2023-07-25,114000,114200,112200,113400,2678385
2023-07-26,116000,116100,111300,113000,4995935
2023-07-27,115000,124000,114100,124000,9638980
2023-07-28,126200,129000,122000,128000,8718746
2023-07-31,128000,128500,122500,123400,4623350
2023-08-01,124000,126400,120700,125100,4656047
2023-08-02,123300,124800,118700,119500,3765478
2023-08-03,119000,121300,117200,120000,3498537
2023-08-04,118300,120900,118100,120100,2375384
2023-08-07,120600,124900,120500,121900,3724826
2023-08-08,121900,122400,118300,118600,2729243
2023-08-09,118500,119200,117200,118500,2551668
2023-08-10,117400,118500,115100,118500,2622604
2023-08-11,118000,119400,115200,115300,2412381
2023-08-14,114600,117300,114000,114900,2038360
2023-08-16,117200,118500,115000,115800,3870479
2023-08-17,114300,115500,112500,114800,3064253
2023-08-18,112600,118700,111800,117200,3329697
2023-08-21,117300,118500,115600,116400,2621973
2023-08-22,120000,120900,114900,116500,3349473
2023-08-23,116200,116800,114100,116000,2573292
2023-08-24,122300,123600,120300,120900,6368401
2023-08-25,117400,118300,115300,116500,3533647
2023-08-28,117000,117500,115500,115900,1746882
2023-08-29,118300,120300,117100,118600,2682352
2023-08-30,122400,122800,119400,119400,2629711
2023-08-31,121000,122800,120000,121800,4403695
2023-09-01,121400,122600,119600,120000,2886011
2023-09-04,118300,119700,116200,119200,3491280
2023-09-05,118100,121000,117700,119400,1749591
